tweet,clean_tweet,label,label_id
Anet ayam berkokok pagi buta ni sumpah terkejut. Bunyi lain mcm sejak musim covid ni,anet ayam berkokok pagi buta ini sumpah terkejut bunyi lain macam sejak musim covid ini,surprise,7
Dia dah penat orang reply semua macam tak puas hati. Pastu dia reply apa yang dah dicopy paste,dia sudah penat orang reply semua macam tak puas hati pastu dia reply apa yang sudah dicopy paste,joy,4
Duh jd ngeri wkwkw,duh jadi ngeri wkwkw,fear,2
HAHAHSJDKDKD TERKEJUT WOI,hahahsjdkdkd terkejut woi,surprise,7
ISHH JIJIK KALI AKU .g,ishh jijik kali saya tidak,disgust,1
"Orang boleh bangga dengan web bagus biaya mahal ,tapi poinya ,seberapa banyakah produk kita terjual",orang boleh bangga dengan web bagus biaya mahal tapi poinya seberapa banyakah produk kita terjual,joy,4
Heran sama orang yg bisa baca hati orang lain. Nasehat boleh. Hakimi jangan.,heran sama orang yang bisa baca hati orang lain nasehat boleh hakimi jangan,surprise,7
"""Mungkin aku tidak diperhitungkan. Tapi aku senang bersama dengan orang yang sangat bersemangat."" (Happy)",mungkin saya tidak diperhitungkan tapi saya senang bersama dengan orang yang sangat bersemangat happy,joy,4
pernah marah sm wlm...oh iya ofc gw jg prnh murka tp blm sempat gw ngomel2 eh bias gw udah pada hangout aja sm yeop wkwkwk jd yg kek hadeh gw udah mo marah2 bias gw digituin eh anaknya dah maen aja sm ceo nya yah ngabis2in waktu sm tenaga gw aja donk marah2 hahaha,pernah marah sama wlm oh iya ofc saya juga pernah murka tapi belum sempat saya ngomel eh bias saya sudah pada hangout saja sama yeop jadi yang kek aduh saya sudah mau marah bias saya digituin eh anaknya sudah main saja sama ceo nya yah ngabis in waktu sama tenaga saya saja donk marah,anger,0
Berteman dengan 2 kepribadian sekaligus??? Kok bisa ajg? Heran !? Otak tanpa akhlak !!!,berteman dengan kepribadian sekaligus kok bisa ajg heran otak tanpa akhlak,surprise,7
"Utk harapan kpd treasure, smoga ini jadi awalan yg baik n diterima lokal dan tentunya internasional. Yg pasti gw pribadi sangat terkejut dan respect kpd treasure ini pdhl blm resmi debut lo h tapi prestasi nya udh luar biasa",untuk harapan kepada treasure semoga ini jadi awalan yang baik n diterima lokal dan tentunya internasional yang pasti saya pribadi sangat terkejut dan respect kepada treasure ini padahal belum resmi debut kamu h tapi prestasi nya sudah luar biasa,surprise,7
Kalo pun ada guenya malah risih. Malah nanti pasti ada masanya chat udah ga jadi prioritas yang penting sama2 tau tanggungjawab masing2 sama hubungan sih.,kalau pun ada guenya malah risih malah nanti pasti ada masanya chat sudah tidak jadi prioritas yang penting sama tahu tanggungjawab masing sama hubungan sih,disgust,1
"soalnya aku suka ngigo kak, takut aja nanti tau-tau nyanyi michogane wkwk. pernah tau aku ngigo ""asahi ganteng banget"" adekku yang denger gitu kan",soalnya saya suka ngigo kak takut saja nanti tahu tahu nyanyi michogane pernah tahu saya ngigo asahi ganteng sekali adekku yang dengar begitu kan,fear,2
"Susah banget ya jadi orng terkenal, takut bet if someday im being famous. Semua aib ku di masa lalu dibahas dan dikupas tuntas. My random thoughts dipagi ini",susah sekali ya jadi orang terkenal takut bet if someday im being famous semua aib ku di masa lalu dibahas dan dikupas tuntas my random thoughts dipagi ini,fear,2
TMI: Hibernasi 18 jam Puas banget hahahah. Jarang-jarang tidur lama. Tapi ada rasa nyeselnya juga sih liburan isinya cuma tidur doang,tmi hibernasi jam puas sekali hahahah jarang jarang tidur lama tapi ada rasa nyeselnya juga sih liburan isinya cuma tidur saja,joy,4
Tertipu aku selama ni.rupanya covid 19 ni makhluk halus.,tertipu saya selama ini rupanya covid ini makhluk halus,surprise,7
Saya murka,saya murka,anger,0
"Risih2 jijik, gimana gituuu wkwk",risih jijik gimana gituu,disgust,1
Soto ngomong Karo wong gagal move on. Ngeyel.....kegedean benci... Kayaknya kurang kopi dan kurang belajar cinta,soto bicara karo wong gagal move on ngeyel kegedean benci kayaknya kurang kopi dan kurang belajar cinta,anger,0
Saya Heran. Anggota DPR RI DIAM saja Rakyat Sengsara. Ntar klo Rakyat MATEK smua. Klian sapa yg GAJI?.,saya heran anggota dpr ri diam saja rakyat sengsara nanti kalau rakyat matek semua klian sapa yang gaji,sadness,6
Jijik sendiri gua liatnya,jijik sendiri saya liatnya,disgust,1
"Dorong LBP pimpin penjemputan warga RI di wuhan, ngeri ngeri sedap",dorong lbp pimpin penjemputan warga ri di wuhan ngeri ngeri sedap,fear,2
"Bibirku geter sendiri, aneh, semacam gugup",bibirku geter sendiri aneh semacam gugup,fear,2
Selang beberapa menit ada nomor baru nelpon. Aku angkat aja takutnya ada urusan penting Awal aku angkat si penelpon langsung gugup gitu,selang beberapa menit ada nomor baru nelpon saya angkat saja takutnya ada urusan penting awal saya angkat si penelpon langsung gugup begitu,fear,2
"maklum,,,,grogi nya gugup nya 1/2 metong wkwkwk",maklum grogi nya gugup nya metong,fear,2
Hahahahahahaha bikin gugup gak tuh mbak mbaknya hahahhaha,bikin gugup tidak tuh mbak mbaknya hahahhaha,fear,2
Sumpa aneh banget. Terakhir kali liat jin sampe terpesona w0w gitu 2013 jaman no more dream asli,sumpa aneh sekali terakhir kali liat jin sampai terpesona saya saya begitu jaman no more dream asli,surprise,7
Ingat senang ke nak wfh? Possibility untuk tertidur &amp; kena maki dengan boss esoknya memang tinggi kakaka,ingat senang ke anak wfh possibility untuk tertidur amp kena maki dengan boss esoknya memang tinggi kakaka,joy,4
Bucin tapi aku senang~~,budak cinta tapi saya senang,joy,4
"Dkaruniai akal dan pikiran tolong tingkahnya djaga, heran bets sama warga yg bgni Ditegur, Pasutri Belanja Pakai Hazmat Sempat Ngeyel Bilang Begini",dkaruniai akal dan pikiran tolong tingkahnya djaga heran bets sama warga yang begini ditegur pasangan suami istri belanja pakai hazmat sempat ngeyel bilang begini,surprise,7
"Gotong royong aja semua rakyat, jangan nonton dagelan lagi cuma bikin muak doang! Rakyat butuh Sembako dan kesehatan bukan DARURAT SIPIL!!!",gotong royong saja semua rakyat jangan nonton dagelan lagi cuma bikin muak saja rakyat butuh sembako dan kesehatan bukan darurat sipil,disgust,1
"Gue nonton ini berasa hidupnya ikutan sengsara juga, berat nder... Tapi gue kelarin sampe akhir",saya nonton ini berasa hidupnya ikutan sengsara juga berat nder tapi saya kelarin sampai akhir,sadness,6
"Kalau terlepas, dan semangat tu sembunyi makin dalam. Berhenti lah sekejap, tarik nafas, berehat, kalau rasa nak nangis, nangislah selagi airmata kita mampu mengalir, dan bila rasa penat tu dah hilang. Teruskan lah mencari semangat tu. Jangan mengalah.",kalau terlepas dan semangat itu sembunyi makin dalam berhenti lah sekejap tarik nafas berehat kalau rasa anak nangis nangislah selagi airmata kita mampu mengalir dan bila rasa penat itu sudah hilang teruskan lah mencari semangat itu jangan mengalah,joy,4
Tergantung mood si klo kata aku aku kadang risih cowo yg bls cepet2 tp giliran dia ngilang trs lama bls aku suka kesel jg knp yyyh aku,tergantung mood si kalau kata saya saya kadang risih cowok yang balas cepat tapi giliran dia ngilang terus lama balas saya suka kesal juga kenapa yyh saya,disgust,1
iyanih jijik dahh,iyanih jijik dahh,disgust,1
"7. agak risih sih , cuma ya klu emg ngeluh gtu paling ngasih semangat aja.",agak risih sih cuma ya kalau memang keluh begitu paling kasih semangat saja,disgust,1
Untill tomorrow itu artinya (sampe besok) gua ngeri banget yang ikutan umurnya ampe besok karena omongan adalah doa...,untill tomorrow itu artinya sampai besok saya ngeri sekali yang ikutan umurnya ampe besok karena omongan adalah doa,fear,2
"gmn mau cari topik noon, saya gugup duluan -_-",bagaimana mau cari topik noon saya gugup duluan,fear,2
"Ya sudahlah, terima sj lh putusannya,biar lutfi dn keluarga tenang dan bisa beraktifitas kembali. Intinyakan kita semua sdh faham apa yg terjadi. Biarlah sang maha adil kelak yg memberinya keadilan. Berharap pada manusia, pasti kecewa. Smga dukungan kpda lutfi bs dlm bentuk lain.",ya sudahlah terima sj lh putusannya biar lutfi dn keluarga tenang dan bisa beraktifitas kembali intinyakan kita semua sudah paham apa yang terjadi biarlah sang maha adil kelak yang memberinya keadilan berharap pada manusia pasti kecewa semoga dukungan kpda lutfi bisa dalam bentuk lain,sadness,6
"-Sampe dirumah- Me : *cerita ke mama* Mama : ""Bilang lah ke papa gih, paling dek ayu dimarahin"" Me : *cemas* Me : ""Paaaa..."" Papa : ""Yaaa..??"" Me : hehehe *ketawa dulu biar rilex"" Papa : ""???"" Me : ""Mobil baret bagian pintu kiri, ga sengaja nyerempet dinding pas mau belok""",sampai dirumah me cerita ke mama mama bilang lah ke papa gih paling dek ayu dimarahin me cemas me paa papa yaa me tertawa dulu biar rilex papa me mobil baret bagian pintu kiri tidak sengaja nyerempet dinding pas mau belok,fear,2
See bic . Boleh punye untuk tidak semput dan kecewa,see bic boleh punya untuk tidak semput dan kecewa,sadness,6
Takutt wkwk,takutt,fear,2
Iyaaa wkwkw itu yg bikin kita tertipu,iyaa wkwkw itu yang bikin kita tertipu,joy,4
terkejut aku. Babi betul lah,terkejut saya babi betul lah,surprise,7
Gajian kudu nunggu tanggal 1 bae heran guamah dah -_-,gajian kudu nunggu tanggal baik heran guamah sudah,surprise,7
Wkwkwk twt murka dgn kao mungkin wkwkwk,twt murka dengan kao mungkin,joy,4
"terlalu semangat gasabar pingin bikin kamutu kesal lagi eaa.. tapi stock masik sekilo, uda aman dari begal sualnya.. jajaja",terlalu semangat gasabar ingin bikin kamutu kesal lagi eaa tapi stock masik sekilo sudah aman dari begal sualnya jajaja,anger,0
"wkwk itu ga tepat sih tapi artinya ya sama aja kalo ku panggilin tukang santet juga SMA ini, gaya banget mau duit banyak tapi kelakuan kayak gitu cil(acilaman/tante wkwk), muka kamu mau ditaroh dimana sih dasar goblok sangkal itu=kesal wkwkwk",itu tidak tepat sih tapi artinya ya sama saja kalau ku panggilin tukang santet juga sma ini gaya sekali mau duit banyak tapi kelakuan mirip begitu cil acilaman tante muka kamu mau ditaroh dimana sih dasar goblok sangkal itu kesal,anger,0
"Nggak usah berharap, karena akan buat kecewa, memang begitulah keadaan negeri kita saat ini",tidak usah berharap karena akan buat kecewa memang begitulah keadaan negeri kita saat ini,sadness,6
"Smoker ""Jangan tertipu oleh penampilan luar saja.",smoker jangan tertipu oleh penampilan luar saja,surprise,7
"OP yang hadir ke terpesona dengan vokalnya Seokjin, dengan rambutnya yang disisir ke belakang dan memakai silk blouse",op yang hadir ke terpesona dengan vokalnya seokjin dengan rambutnya yang disisir ke belakang dan memakai silk blouse,surprise,7
Di DM yah...tapi kamu jangan jijik ya. Biasa aja ekspresi ny,di dm yah tapi kamu jangan jijik ya biasa saja ekspresi ny,disgust,1
Muka Pete wentz macam muka hantu* Saya benci Pete*,muka pete wentz macam muka hantu saya benci pete,anger,0
Penat Penyesal Kecewa Gagal,penat penyesal kecewa gagal,sadness,6
pernah dipeluk tapi kok malah risih,pernah dipeluk tapi kok malah risih,disgust,1
"Ada seorang senior engineer Twitter bernama John, yang mudah tersinggung Namun Herman asyik maki John, kantoi lettew",ada seorang senior engineer twitter bernama john yang mudah tersinggung namun herman asyik maki john kantoi lettew,anger,0
"Percuma kalian ngejelekin satu sama lain di depan saya, buat apa sih? Toh nggak bakal terpengaruh, bakalan aku pantau sambil ngeteh nggak perlu lah sampe bilang ini itu, risih dengernya.",percuma kalian ngejelekin satu sama lain di depan saya buat apa sih toh tidak bakal terpengaruh akan saya pantau sambil ngeteh tidak perlu lah sampai bilang ini itu risih dengernya,disgust,1
Dokter Tirta Siapa sebenarnya beliau? Ayo... Semoga Allah Selamatkan kita dari berburuksangka ataupun tertipu.,dokter tirta siapa sebenarnya beliau ayo semoga allah selamatkan kita dari berburuksangka ataupun tertipu,surprise,7
PACAR SAYA BANYAK. CEWEK SEMUA! PUAS?,pacar saya banyak cewek semua puas,anger,0
"tah la sab, macam macam dugaan, penat",tah la sab macam macam dugaan penat,disgust,1
terpesona sih sbnernya ea,terpesona sih sbnernya ya,surprise,7
"Yang bikin kesal, tak kira abis bimbingan dibuka, ternyata tidak",yang bikin kesal tak kira abis bimbingan dibuka ternyata tidak,anger,0
Kudune tuhan e yo mbok benci jg,kudune tuhan e yo mbok benci juga,anger,0
"judge seseorang sekasar apapun.judge seseorang sebenci apapun.if ure feeling said ""still loving"" akan diterima sih ya logicnya wlaupun sedikit gengsi or jaim.kebukti semuanya?atau ga ya?oke kita tunggu moment jijik ini WKwkwkwkwkwkwkwkwkwk",judge seseorang sekasar apapun judge seseorang sebenci apapun if ure feeling said still loving akan diterima sih ya logicnya wlaupun sedikit gengsi or jaim kebukti semuanya atau tidak ya oke kita tunggu moment jijik ini,disgust,1
Ken2 gwh sih saran aja ye ko lebih senang negara RI dijajah asing &amp; aseng apa lebih suka damai??? Mendingan gak mancing2 amarah sesama anak bangsa Kecuali kalian emang suka banget dijajah,ken gwh sih saran saja ye ko lebih senang negara ri dijajah asing amp aseng apa lebih suka damai lebih baik tidak mancing amarah sesama anak bangsa kecuali kalian memang suka sekali dijajah,joy,4
"Yash. Tiap ketrigger, demonnya bangun. Rasa ga berharga dan ga layak dicintainya bikin jijik sama diri sendiri. Tapi pasti bisa berdamai sama semua ini.",yash tiap ketrigger demonnya bangun rasa tidak berharga dan tidak layak dicintainya bikin jijik sama diri sendiri tapi pasti bisa berdamai sama semua ini,disgust,1
Benda ni la yg paling takut,benda ini la yang paling takut,fear,2
"Insyallah....mampu dan hrs buang rasa benci,amarah apapun itu",insyallah mampu dan harus buang rasa benci amarah apapun itu,joy,4
yaallah gua ngetawain ini kenceng bgt sampe mak gua murka trs nyuruh nonton dikebon aja,yaallah saya ngetawain ini kencang sangat sampai mak saya murka terus suruh nonton dikebon saja,joy,4
ngapain pake muak suami aku maksutnya.,ngapain pakai muak suami saya maksutnya,disgust,1
"Dia kn duta dpr di medsos... Nth apa dlu yg merasuki pemilih dia. Jijik x pun. Suka pake alhamdulillah, insya allah tpi... Au ah gelap.",dia kan duta dpr di medsos nth apa dulu yang merasuki pemilih dia jijik x pun suka pakai alhamdulillah insya allah tapi au ah gelap,anger,0
"2 akun demen caper wkwk Gak usah terlalu percaya, takutnya malah bikin kecewa, fokus nabung aja toh kalo emang beneran bighit juga ngasih info kok",akun suka caper tidak usah terlalu percaya takutnya malah bikin kecewa fokus tabung saja toh kalau memang benar bighit juga kasih info kok,sadness,6
makanya.. akupun heran. mimpi makan bareng doooongg,makanya akupun heran mimpi makan bareng doongg,surprise,7
"Jadi yaa~ aku coba untuk berubah buat ko gakk kesal lagi sama sifatku dan semuanya, dan itu untuk semuanya juga kok. Aku tau sifatku itu bangsat, kurang ajar dan sejenisnya. Aku akui itu memang benar kok.",jadi yaa saya coba untuk berubah buat ko gakk kesal lagi sama sifatku dan semuanya dan itu untuk semuanya juga kok saya tahu sifatku itu bangsat kurang ajar dan sejenisnya saya akui itu memang benar kok,anger,0
Sebenernya mamaku risih gak sih hampir tiap hari aku pelukin gitu?,sebenarnya mamaku risih tidak sih hampir tiap hari saya pelukin begitu,disgust,1
"need to go to the gym ASAP, gue udah mulai sedih gajelas. Gym udah kayak obat penenang buat gue, prioritas utamanya sekarang bukan untuk bikin badan bagus tapi mencari kebahagian. Serius, gue lagi cardio aja bisa ketawa karna kesenangan. Mungkin karna kelebihan hormon endorfin",need to go to the gym asap saya sudah mulai sedih tidak jelas gym sudah mirip obat penenang buat saya prioritas utamanya sekarang bukan untuk bikin badan bagus tapi mencari kebahagian serius saya lagi cardio saja bisa tertawa karena kesenangan mungkin karena kelebihan hormon endorfin,sadness,6
"iseng kok,ya nyantai aja kalau ada yang mau syukur ngga ya coba lagi haha",iseng kok ya santai saja kalau ada yang mau syukur tidak ya coba lagi,joy,4
Heran wkwk,heran,joy,4
Penat badan tk hilang lg,penat badan tk hilang lagi,disgust,1
"lisa ni pas jadi mentor terus ngoreksi trainees serem amat bangsat, aku ngeri. mukanya datar, gatau salah apa ngga.",lisa ini pas jadi mentor terus ngoreksi trainees seram amat bangsat saya ngeri mukanya datar tidak tahu salah apa tidak,fear,2
"Udh bermasalah kok masih bangga, dasar tidak punya malu....",sudah bermasalah kok masih bangga dasar tidak punya malu,sadness,6
"Kirekire 2bln lalu, orgtua manten dtg beli baju sekolah untuk anaknya. Teruuuus saya gugup saat menjualnya, gugup rindu sama anaknya hhh",kirekire bulan lalu orgtua manten datang beli baju sekolah untuk anaknya teruus saya gugup saat menjualnya gugup rindu sama anaknya hh,fear,2
tapii aku tidakk islammphobia kaya org openminded lainnyaaa (mrsa bangga),tapii saya tidakk islammphobia kaya orang openminded lainnyaa mrsa bangga,joy,4
Kalo sengsara gegara ga bisa nyolong jgn curhat Mulu ... Ngenes,kalau sengsara gegara tidak bisa nyolong jangan curhat terus ngenes,sadness,6
"udh kali mba. org dibilang jg tweet iseng jaman kecil, masih diseriusin aja. chill dikit napa deh heran",sudah kali mba orang dibilang juga tweet iseng jaman kecil masih diseriusin saja chill sedikit kenapa deh heran,surprise,7
sama gue heran banget.,sama saya heran sekali,surprise,7
"Penat woiiiiiii hidupppppp camnii,",penat woii hidupp camnii,disgust,1
Syukur deh buruan....,syukur deh buruan,joy,4
"Aku suka sate madura pake bgt, Tapi suka juga kuah bakso Tapi bucin martabak telor Tergila gila sama nasi kuning Dan setiap pagi minum kopi sampeee muak :'((",saya suka sate madura pakai sangat tapi suka juga kuah bakso tapi budak cinta martabak telur tergila gila sama nasi kuning dan setiap pagi minum kopi sampee muak,joy,4
